Date,Pair_Score,ML_Convergence_Prob,Reg_Prediction,Sentiment_Score,Target
2022-02-16,1,0.5040493194803575,1.9067609654625508e-05,3.5,0
2022-02-17,1,0.6236681726972223,1.9067609654625508e-05,3.5,0
2022-02-18,1,0.5026947665103239,1.9067609654625508e-05,3.5,0
2022-02-22,0,0.42203040439671646,1.9067609654625508e-05,3.5,0
2022-02-23,0,0.622378517980807,1.9067609654625508e-05,3.5,0
2022-02-24,0,0.550082644103445,1.9067609654625508e-05,3.5,0
2022-02-25,0,0.5449169818355319,1.9067609654625508e-05,3.5,0
2022-02-28,0,0.6128611132917337,1.9067609654625508e-05,3.5,0
2022-03-01,0,0.48722282437448633,1.9067609654625508e-05,3.5,0
2022-03-02,0,0.5871224365902302,1.9067609654625508e-05,3.5,0
2022-03-03,0,0.48791941423604895,1.9067609654625508e-05,3.5,0
2022-03-04,0,0.3887855183581266,1.9067609654625508e-05,3.5,0
2022-03-07,1,0.5634658781369939,1.9067609654625508e-05,3.5,0
2022-03-08,0,0.49679191285137214,1.9067609654625508e-05,3.5,0
2022-03-09,0,0.4585661793902951,1.9067609654625508e-05,3.5,0
2022-03-10,1,0.6299193267180526,1.9067609654625508e-05,3.5,0
2022-03-11,1,0.6453975457791592,1.9067609654625508e-05,3.5,0
2022-03-14,1,0.5047939990889977,1.9067609654625508e-05,3.5,0
2022-03-15,1,0.675267457878048,1.9067609654625508e-05,3.5,0
2022-03-16,1,0.5430468918995428,1.9067609654625508e-05,3.5,0
2022-03-17,1,0.5871111577156494,1.9067609654625508e-05,3.5,0
2022-03-18,1,0.6492136742259845,1.9067609654625508e-05,3.5,0
2022-03-21,1,0.5978206305506092,1.9067609654625508e-05,3.5,0
2022-03-22,1,0.5503305428119805,1.9067609654625508e-05,3.5,0
2022-03-23,0,0.5492352026060586,1.9067609654625508e-05,3.5,0
2022-03-24,0,0.5268277146794604,1.9067609654625508e-05,3.5,0
2022-03-25,0,0.43648352631726034,1.9067609654625508e-05,3.5,0
2022-03-28,0,0.4213133947881851,1.9067609654625508e-05,3.5,0
2022-03-29,0,0.34902181795934745,1.9067609654625508e-05,3.5,0
2022-03-30,0,0.40983908815050163,1.9067609654625508e-05,3.5,0
2022-03-31,0,0.4980561817605512,1.9067609654625508e-05,3.5,0
2022-04-01,0,0.6499849648318003,1.9067609654625508e-05,3.5,0
2022-04-04,0,0.6179040948867329,1.9067609654625508e-05,3.5,0
2022-04-05,0,0.5717078095013054,1.9067609654625508e-05,3.5,0
2022-04-06,-1,0.5814708121740079,1.9067609654625508e-05,3.5,0
2022-04-07,-1,0.6692252420278604,1.9067609654625508e-05,3.5,0
2022-04-08,0,0.523693571968583,1.9067609654625508e-05,3.5,0
2022-04-11,0,0.5817864062122011,1.9067609654625508e-05,3.5,0
2022-04-12,0,0.6629144548277643,1.9067609654625508e-05,3.5,0
2022-04-13,0,0.5287910419668753,1.9067609654625508e-05,3.5,0
2022-04-14,0,0.5136202874440602,1.9067609654625508e-05,3.5,0
2022-04-18,0,0.5923620416729427,1.9067609654625508e-05,3.5,0
2022-04-19,0,0.5520230897573042,1.9067609654625508e-05,3.5,0
2022-04-20,0,0.5833704420030832,1.9067609654625508e-05,3.5,0
2022-04-21,0,0.32459702651157885,1.9067609654625508e-05,3.5,0
2022-04-22,0,0.4176596551255259,1.9067609654625508e-05,3.5,0
2022-04-25,0,0.47078211453163943,1.9067609654625508e-05,3.5,0
2022-04-26,-1,0.43805008504857573,-1.7073482565033882e-05,3.5,0
2022-04-27,-1,0.6748757983345035,0.016496579261426742,3.5,1
2022-04-28,-1,0.4362987348958057,0.00018408777227519978,3.5,0
2022-04-29,-1,0.635555672248628,0.024990643335203257,3.5,1
2022-05-02,-1,0.42773136027054237,-1.0313430661254162e-05,3.5,0
2022-05-03,-1,0.4954760423928191,1.9067609654625508e-05,3.5,0
2022-05-04,-1,0.5000469315618062,1.9067609654625508e-05,3.5,0
2022-05-05,-1,0.4108555566861549,0.0071994749733607965,3.5,0
2022-05-06,-1,0.5751859454698133,0.005441168224169853,3.5,0
2022-05-09,-1,0.6577885175303336,0.010154050923134797,3.5,1
2022-05-10,-1,0.5369186878435108,-0.0029591240345026113,3.5,0
2022-05-11,-1,0.558860960992461,0.00040630808233264263,3.5,0
2022-05-12,-1,0.6588705871610273,0.014084630596801822,3.5,1
2022-05-13,-1,0.609127414976425,0.0017702998785281295,3.5,1
2022-05-16,-1,0.6278355642072819,0.012794303863579003,3.5,1
2022-05-17,-1,0.46596027589676725,-4.01909241785872e-05,3.5,0
2022-05-18,-1,0.6611516066148628,0.009619237251529566,3.5,1
2022-05-19,-1,0.6371921824164009,0.0026141045237344667,3.5,1
2022-05-20,-1,0.5633148023891934,-0.0007544809884578531,3.5,0
2022-05-23,-1,0.6873297386894249,0.013101355476801163,3.5,1
2022-05-24,-1,0.49708916028765954,-0.00010676981752110725,3.5,0
2022-05-25,-1,0.6755477753531294,0.0021477675991298977,3.5,1
2022-05-26,-1,0.620014451251267,2.7777789101776328e-05,3.5,0
2022-05-27,-1,0.5969212938397391,5.3099642343498834e-05,3.5,0
2022-05-31,-1,0.5059560487561924,1.9067609654625508e-05,3.5,0
2022-06-01,-1,0.5902154195871353,1.9067609654625508e-05,3.5,0
2022-06-02,-1,0.5341960211229607,1.9067609654625508e-05,3.5,0
2022-06-03,-1,0.4688132441161356,1.9067609654625508e-05,3.5,0
2022-06-06,-1,0.5175202421312676,1.9067609654625508e-05,3.5,0
2022-06-07,-1,0.6883006501444134,0.011860856953592932,3.5,1
2022-06-08,-1,0.5595825058340594,-1.0313430661254162e-05,3.5,0
2022-06-09,-1,0.6469705937266464,5.3099642343498834e-05,3.5,0
2022-06-10,-1,0.6751184702704696,1.9067609654625508e-05,3.5,0
2022-06-13,0,0.729225188476762,1.9067609654625508e-05,3.5,0
2022-06-14,0,0.7347244319131783,1.9067609654625508e-05,3.5,0
2022-06-15,0,0.6485363537862541,1.9067609654625508e-05,3.5,0
2022-06-16,0,0.5269693358623428,1.9067609654625508e-05,3.5,0
2022-06-17,0,0.6956011758816067,1.9067609654625508e-05,3.5,0
2022-06-21,0,0.6273619709086798,1.9067609654625508e-05,3.5,0
2022-06-22,0,0.6448598152525523,1.9067609654625508e-05,3.5,0
2022-06-23,0,0.6593898697002178,1.9067609654625508e-05,3.5,0
2022-06-24,0,0.5617482063567505,1.9067609654625508e-05,3.5,0
2022-06-27,0,0.4773695216675214,1.9067609654625508e-05,3.5,0
2022-06-28,0,0.6360811086966329,1.9067609654625508e-05,3.5,0
2022-06-29,0,0.702655197630161,1.9067609654625508e-05,3.5,0
2022-06-30,0,0.568934415124166,1.9067609654625508e-05,3.5,0
2022-07-01,-1,0.5710363724259352,1.9067609654625508e-05,3.5,0
2022-07-05,-1,0.5351124342844159,1.9067609654625508e-05,3.5,0
2022-07-06,-1,0.6224557780265713,1.9067609654625508e-05,3.5,0
2022-07-07,0,0.6859067340080947,1.9067609654625508e-05,3.5,0
2022-07-08,0,0.5860960863613337,1.9067609654625508e-05,3.5,0
2022-07-11,-1,0.5981621341185214,1.9067609654625508e-05,3.5,0
