Date,Price_A,Price_B,Spread,Zscore,Position_A,Position_B,Return_A,Return_B,Strategy_Return,Cumulative_Return
2022-08-19,236.3119659423828,292.0626525878906,-102.94407333268799,-1.1012762573562669,1,-1,-0.0176325698384584,-0.011961487357748157,-0.005671082480710243,1.2810560443806311
2022-08-22,233.2781219482422,283.7821044921875,-96.3593443080494,-0.6889247289860507,0,0,-0.01283830034607869,-0.02835195812381819,0.015513657777739498,1.3009299094472568
2022-08-23,230.03170776367188,278.9555969238281,-93.9993523785069,-0.5411363727079215,0,0,-0.013916496572664472,-0.017007793979807673,-0.0,1.3009299094472568
2022-08-24,231.4326934814453,280.0555114746094,-93.87601257243307,-0.5334125381578397,0,0,0.006090402629244318,0.003942973587590659,0.0,1.3009299094472568
2022-08-25,236.26365661621094,281.5733947753906,-90.80820221376524,-0.3412988937826118,0,0,0.02087416026704525,0.00541993725739931,0.0,1.3009299094472568
2022-08-26,227.73214721679688,270.9569091796875,-87.00774509056743,-0.10330515138375769,0,0,-0.036110121724191924,-0.037704150295065464,-0.0,1.3009299094472568
2022-08-29,226.0992889404297,269.33905029296875,-86.7613202982136,-0.0878734397104002,0,0,-0.007170082468913486,-0.0059709084061253526,-0.0,1.3009299094472568
2022-08-30,227.05580139160156,266.41217041015625,-82.40498363919289,0.18493081278364776,0,0,0.004230497387472498,-0.010866897613357018,0.0,1.3009299094472568
2022-08-31,224.2538299560547,263.8688659667969,-82.25268692549349,0.19446799835722656,0,0,-0.012340452956382864,-0.009546502471879603,-0.0,1.3009299094472568
2022-09-01,224.47605895996094,268.3974609375,-87.29081277911018,-0.121031529123233,0,0,0.000990970829571891,0.017162293679895413,0.0,1.3009299094472568
2022-09-02,223.97366333007812,267.0526123046875,-86.23105037012783,-0.054666664689474544,0,0,-0.002238081121926805,-0.005010660786860632,-0.0,1.3009299094472568
2022-09-06,220.65957641601562,264.89349365234375,-87.03713416969197,-0.10514556602330516,0,0,-0.014796770588059727,-0.00808499356628778,-0.0,1.3009299094472568
2022-09-07,230.58241271972656,272.1484375,-85.54154281876811,-0.011488047686082659,0,0,0.04496898101989988,0.02738815418840712,0.0,1.3009299094472568
2022-09-08,232.6404266357422,274.37164306640625,-86.06597451252213,-0.04432921846715704,0,0,0.008925285722103826,0.008169091789866467,0.0,1.3009299094472568
2022-09-09,232.22496032714844,274.2526550292969,-86.34322592156212,-0.06169136683084176,0,0,-0.0017858732233339003,-0.00043367468948163346,-0.0,1.3009299094472568
2022-09-12,234.7563934326172,272.2124938964844,-81.44196915234153,0.24523709023408768,0,0,0.01090077957986324,-0.007438984073261046,0.0,1.3009299094472568
2022-09-13,223.05575561523438,254.27175903320312,-72.30289125301061,0.817548073052459,0,0,-0.049841615158146,-0.06590709561664598,-0.0,1.3009299094472568
2022-09-14,218.21510314941406,252.81710815429688,-75.45384087140087,0.6202280487812878,0,0,-0.021701535799732108,-0.005720851125729176,-0.0,1.3009299094472568
2022-09-15,216.30206298828125,248.4257049560547,-72.26588628810225,0.8198654127303946,0,0,-0.00876676331529136,-0.017369881454233238,-0.0,1.3009299094472568
2022-09-16,214.07012939453125,252.47860717773438,-79.20561645602197,0.385282861115728,0,0,-0.010318595962124144,0.016314343245585672,0.0,1.3009299094472568
2022-09-19,215.63539123535156,256.5497741699219,-82.36936730052366,0.18716119335515713,0,0,0.007311911499504609,0.016124799790746547,0.0,1.3009299094472568
2022-09-20,211.43243408203125,250.83184814453125,-79.93045867931426,0.339891502187599,0,0,-0.019491035906684995,-0.02228778428627043,-0.0,1.3009299094472568
2022-09-21,206.61111450195312,248.45315551757812,-81.98872097657159,0.21099817933633178,0,0,-0.022803121957190142,-0.009483216124861915,-0.0,1.3009299094472568
2022-09-22,201.01686096191406,246.2300567626953,-85.00065297766645,0.022383771765202086,0,0,-0.027076246858859898,-0.00894775818102067,-0.0,1.3009299094472568
2022-09-23,204.0797119140625,247.87677001953125,-83.85060194151481,0.09440272663584794,0,0,0.01523678629490055,0.006687702055898637,0.0,1.3009299094472568
2022-09-26,201.93470764160156,243.88792419433594,-81.36221668627013,0.25023138098664294,0,0,-0.010510619857030168,-0.01609205180816664,-0.0,1.3009299094472568
2022-09-27,201.5095977783203,245.8183135986328,-84.02964085354557,0.0831908804478907,0,0,-0.0021051847314714767,0.007915067589647107,0.0,1.3009299094472568
2022-09-28,205.86717224121094,258.1690979003906,-94.01857090613441,-0.5423398830134448,0,0,0.021624649698742227,0.050243548257042914,0.0,1.3009299094472568
2022-09-29,200.81393432617188,254.6377410888672,-94.96983236328327,-0.6019101575482486,0,0,-0.024546108347562434,-0.013678464387267386,-0.0,1.3009299094472568
2022-09-30,197.8284149169922,252.45118713378906,-95.41548018022706,-0.6298176929599595,0,0,-0.014867092859853326,-0.00858692017030982,-0.0,1.3009299094472568
2022-10-03,207.13287353515625,259.5506286621094,-94.35763711739531,-0.5635730225866871,0,0,0.047032973610328765,0.02812203661596535,0.0,1.3009299094472568
2022-10-04,212.0894775390625,264.9117431640625,-95.62843143339381,-0.6431532113059831,0,0,0.02392958645004728,0.020655370898493786,0.0,1.3009299094472568
2022-10-05,210.02174377441406,265.1771240234375,-98.00442802608006,-0.791943817985561,0,0,-0.009749346307233009,0.0010017708396212743,0.0,1.3009299094472568
2022-10-06,209.44207763671875,265.67108154296875,-99.157868558281,-0.8641750312302571,0,0,-0.002760029163065836,0.001862745594478854,0.0,1.3009299094472568
2022-10-07,198.64964294433594,260.1178283691406,-103.4997192401741,-1.136072137084534,1,-1,-0.05152944820907712,-0.020902738610374394,-0.0,1.3009299094472568
2022-10-10,198.84292602539062,258.4161682128906,-101.32981066562934,-1.0001872565087109,1,-1,0.0009729847896522426,-0.006541882065212112,0.007514866854864355,1.3107062245042638
2022-10-11,197.59649658203125,258.8095397949219,-103.03317523472555,-1.1068560322184369,1,-1,-0.006268412300471815,0.0015222405964443464,-0.0077906528969161615,1.3004949672593236
2022-10-12,194.69793701171875,256.64129638671875,-103.4131324971654,-1.1306498675146492,1,-1,-0.014669083817025919,-0.008377756901547073,-0.006291326915478845,1.2923131282683602
2022-10-13,198.7269744873047,258.75469970703125,-101.83899582278423,-1.0320736525913152,1,-1,0.02069378616653461,0.008234852886372268,0.012458933280162343,1.3084139713105336
2022-10-14,194.88150024414062,252.89942932128906,-98.8830669342907,-0.846966294283449,1,-1,-0.01935053987051827,-0.02262865328580188,0.0032781134152836122,1.3127031007026313
2022-10-17,202.05064392089844,257.31829833984375,-96.84682192850909,-0.7194517470441493,0,0,0.03678719461712143,0.017472831118732435,0.019314363498388998,1.3380571255550642
2022-10-18,205.4420623779297,260.7948303222656,-97.49369614710378,-0.7599605624718957,0,0,0.016784992075348004,0.013510628683819359,0.0,1.3380571255550642
2022-10-19,200.23423767089844,252.0394287109375,-92.53136439420251,-0.44920744340923247,0,0,-0.02534935955544959,-0.033571990673699426,-0.0,1.3380571255550642
2022-10-20,194.41773986816406,246.522705078125,-91.93971040875192,-0.4121566514549999,0,0,-0.02904846778648451,-0.02188833572996074,-0.0,1.3380571255550642
2022-10-21,200.79461669921875,252.0760498046875,-92.01352393460871,-0.41677903152372464,0,0,0.03279987122254835,0.0225267069205759,0.0,1.3380571255550642
2022-10-24,205.3454132080078,259.1480407714844,-95.6774567790107,-0.6462232960609301,0,0,0.022663936830567222,0.028054989644102912,0.0,1.3380571255550642
2022-10-25,212.75607299804688,265.55218505859375,-95.70576464382088,-0.6479960024662661,0,0,0.036088752479376485,0.024712300614136318,0.0,1.3380571255550642
2022-10-26,213.41311645507812,265.4515686035156,-94.93184646921367,-0.5995313897329745,0,0,0.0030882477184905888,-0.00037889522564438227,0.0,1.3380571255550642
2022-10-27,214.35037231445312,266.28411865234375,-94.96166952102777,-0.6013989807834483,0,0,0.004391744401391007,0.0031363538486812725,0.0,1.3380571255550642
2022-10-28,218.582275390625,273.2279968261719,-98.79568170511885,-0.8414940215944496,0,0,0.019742923842295257,0.02607695197509674,0.0,1.3380571255550642
2022-10-31,217.42282104492188,270.9225158691406,-97.27712045664686,-0.7463980731676911,0,0,-0.005304429847438841,-0.00843793821940586,-0.0,1.3380571255550642
2022-11-01,217.18130493164062,270.85845947265625,-97.44422952346406,-0.7568628438285274,0,0,-0.0011108130789607706,-0.00023643806893969277,-0.0,1.3380571255550642
2022-11-02,208.43724060058594,264.1524963378906,-98.39873749574878,-0.8166364229295688,0,0,-0.04026158850922712,-0.02475818236514271,-0.0,1.3380571255550642
2022-11-03,209.8478546142578,257.5378723144531,-89.3046654034722,-0.24714381171843464,0,0,0.006767571906092007,-0.02504092944469627,0.0,1.3380571255550642
2022-11-04,208.9202880859375,259.85247802734375,-92.92084671934197,-0.47359776098243805,0,0,-0.004420185900996576,0.0089874382050672,0.0,1.3380571255550642
2022-11-07,213.8865509033203,265.56134033203125,-94.58592138072908,-0.5778687308134524,0,0,0.023771089265107515,0.021969628106016215,0.0,1.3380571255550642
2022-11-08,217.79965209960938,266.3572998046875,-91.5973959757099,-0.3907201004412992,0,0,0.018295218562189186,0.0029972716347230755,0.0,1.3380571255550642
2022-11-09,214.4952850341797,262.34100341796875,-90.23648731129276,-0.30549673503857827,0,0,-0.01517159019114711,-0.015078604527316464,-0.0,1.3380571255550642
2022-11-10,230.9205780029297,285.16717529296875,-100.32576782021164,-0.9373116848173013,0,0,0.07657647563736725,0.08700954703078856,0.0,1.3380571255550642
2022-11-11,229.2200927734375,288.1313781738281,-105.46943114884641,-1.2594202221691166,1,-1,-0.007363939776171113,0.010394614589894768,0.0,1.3380571255550642
2022-11-14,226.16690063476562,280.7940673828125,-99.9997020039039,-0.9168926611641366,1,-1,-0.013319914941704813,-0.02546515703190466,0.012145242090199848,1.3543081532754473
2022-11-15,232.45684814453125,285.3775939941406,-99.03391720475094,-0.8564129001113562,1,-1,0.02781108770607954,0.01632344534216701,0.011487642363912531,1.3698659609908064
2022-11-16,232.66940307617188,288.10394287109375,-101.98825236837445,-1.041420455544496,1,-1,0.00091438446893366,0.009553479089914552,-0.008639094620980892,1.358031559335746
2022-11-17,229.66673278808594,284.9292907714844,-101.3032895823697,-0.9985264426505818,1,-1,-0.012905307910653474,-0.011019120626994727,-0.0018861872836587468,1.3554700574777196
