Stock_A,Stock_B,Latest_Zscore,Pair_Signal,ML_Convergence_Probability,Predicted_Strategy_Return_J1,Sentiment_Difference,Sentiment_Signal,Final_Recommendation,Total_Return_%,Sharpe_Ratio,Max_Drawdown_%,Number_of_Trades
SHW,HD,-2.665764597775954,LONG SHW / SHORT HD,0.4601783955643359,0.0029247209581643474,3.5,Sentiment favorable à SHW,LONG SHW / SHORT HD,4.41,0.18,-11.66,12
